User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year.1,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,Unnamed:_0,Date,AveragePrice,Total_Volume,4046,4225,4770,Total_Bags,Small_Bags,Large_Bags,XLarge_Bags,type,year,region,still_alive,age,pericardial,fractional,epss,lvdd,wall_score,wall_index,alive_at_1,class,Species,Length1,Length2,Length3,Height,Width,Sex,binaryClass,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,Class,Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.1,movie,category,year.1,worldwide gross ($m),% budget recovered,critics % score,audience % score,audience vs critics % deviance,budget,domestic gross ($m),international gross ($m),opening weekend ($m),second weekend ($m),1st vs 2nd weekend drop off,% gross from opening weekend,% gross from domestic,% gross from international,% budget opening weekend,VendorID,store_and_fwd_flag,RatecodeID,passenger_count,extra,mta_tax,tolls_amount,improvement_surcharge,total_amount,trip_type,tip_amount,Speaker Number,Sex.1,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,binaryClass.1,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
11,Douglas Hampton,tonya16@example.com,tonya16,1997-11-28,Female,Cynthiaport,2024-03-24,2025-03-24,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Low,4.0,1,Tottenham,Everton,1,0,2020,9,13,16,M Atkinson,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-09-13 16:00:00,Addus HomeCare Corp,2179600423,0.09151,-2.14799,0.07772,0.16677,15.66856,0.70661,15.87002,"Average Quality, Fair Valuation",0.32276,2014.0,7.3,1,350000000.0,58800000.0,3555.0,1,4.0,3927600.0,13143.0,573.0,3134.0,24300.0,74266667,64,36,0,0,64,0,S,31,14,34560,F,2022484408,4/1/2016 7:55:05 AM,109,11,"Sloterkade 152 1, Amsterdam",1058 HN,540000.0,69,3,4.851985,52.351244,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[411, 332, 44, 47]",2068,0,0,[],1,mango,30,9fb35e4ed6f0a14a4977cd9aea4042bb,2a7745e1ed516b289ed9b29c7d0539a5,39400,montes claros,MG,11,0,2,24.0,2.0,1528.0,27281.0,24.0,3343.0,MO,0.0,17.2,MALE,SELF,OWNED,01-01-1963,51.0,1,1,0,,0,,,27281.0,,,1,0,0,TIER 1,0,42.29518577402536,2016-09-04,1.284003281952829,400448.5251462838,10218.3988720464,-5039.863019891725,2055.0562854227046,10783.736793005804,-9512.55594609524,19366.938391743603,87.32232096766575,organic,2017.0129782338065,Nashville,1,77.0,0,0.13,16.0,4.23,18.0,1.8,1.0,10.0,1,28.4,31.0,36.2,39.4,14.1,,N,7,5,sep,sat,92.5,88.0,698.6,7.1,17.8,51,7.2,0.0,0.0,2018-01-01T00:10:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.4,3.7,1.5,0.2,setosa,Captain America: Winter Soldier,Captain America,2014.0,714.0,420%,90%,92%,-2%,170.0,259.0,454.0,95.0,41.0,-57%,36.6,36.30%,63.60%,55.90%,1,0,0,1,2,2,5.54,2,60.34,0,0.0,Andrew,Male,-3.032,1.739,-1.141,0.737,-0.834,1.386,-0.575,0.679,-0.018,-0.823,N,6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54,9.2,5
12,Andrew Gomez,brian80@example.org,brian80,1952-09-08,Female,Hillberg,2024-03-07,2025-03-07,Annual,Amex,Manual,Regular,Books,Horror,Smart TV,Low,4.4,6,Everton,Tottenham,0,1,2020,9,13,16,M Atkinson,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-09-13 16:00:00,adidas Group,43858785469,0.09381,-0.80827,0.27832,0.23085,12.30144,0.20842,11.81958,"High Quality, Fair Valuation",0.50701,2014.0,5.7,8,15200000.0,30000000.0,1762.0,1,0.0,519327.0,963.0,94.0,70.0,386400.0,71555049,57,24,2,219,43,0,M,14,12,69490,F,2022484408,4/1/2016 7:55:10 AM,112,12,"KNSM-laan 609, Amsterdam",1019 LD,539000.0,88,3,4.942972,52.377442,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[437, 353, 41, 49]",2009,0,0,[],1,mango,31,5aa9e4fdd4dfd20959cad2d772509598,2a46fb94aef5cbeeb850418118cee090,20231,rio de janeiro,RJ,12,0,0,23.0,0.0,2181.0,46355.0,27.0,4052.0,MC,3.0,11.99,MALE,SAL,OWNED,12-09-1990,24.0,1,1,0,,0,,,46355.0,,,0,0,0,TIER 1,0,42.39358819964775,2017-01-22,0.9075302035067824,3804549.997000234,599795.9515996014,561084.4521855663,133281.15854863063,882153.8936908668,259900.717927392,229703.7954430457,103827.35318860268,conventional,2016.0011176149544,Detroit,0,62.0,1,0.45,9.0,3.6,16.0,1.14,0.0,52.0,1,28.7,31.0,36.2,39.7,13.3,,N,7,5,sep,sat,92.8,73.2,713.0,22.6,19.3,38,4.0,0.0,0.0,2018-01-01T00:11:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,4.8,3.4,1.6,0.2,setosa,Captain Marvel,Unique,2019.0,1129.0,645%,79%,45%,34%,175.0,426.0,702.0,153.0,67.9,-56%,35.9,37.70%,62.20%,87.40%,1,0,0,1,2,2,0.0,2,11.3,0,0.0,Andrew,Male,-3.653,0.373,-0.6,1.705,-0.222,1.765,-0.353,0.537,-0.797,-0.813,P,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5
13,Kevin Mayo,hochoa@example.net,hochoa,1981-11-18,Female,Michaeltown,2024-01-10,2025-01-09,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.7,0,Sheffield United,Wolves,1,0,2020,9,14,18,M Dean,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-09-14 18:00:00,"ADMA BIOLOGICS, INC.",4876730919,0.30013,0.21478,0.71625,0.26807,60.31534,15.59245,62.177,"Good Quality, Fair Valuation",0.4893,2014.0,5.4,15,84300000.0,6500000.0,3185.0,1,0.0,19032902.0,38810.0,4382.0,4392.0,19420105.0,75983017,29,48,0,0,37,0,U,10,16,36830,F,2022484408,4/1/2016 7:55:15 AM,111,13,"Blasiusstraat 17 II, Amsterdam",1091 CK,390000.0,45,3,4.908173,52.356446,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[457, 378, 51, 55]",2805,0,0,[],1,mango,32,b2d1536598b73a9abd18e0d75d92f0a3,918dc87cd72cd9f6ed4bd442ed785235,18682,lencois paulista,SP,13,0,0,23.0,0.0,1146.0,22000.0,24.0,1385.0,MO,0.0,12.5,MALE,SELF,OWNED,15-08-1973,41.0,2,1,1,,0,,,22000.0,,50.0,0,0,0,TIER 1,0,31.81236138473354,2015-03-08,1.9445835309111297,-9288.47048361061,1575.22591647025,9512.100788265156,-967.2251596383104,8117.038294115286,-12758.102451205556,-670.474494900149,66.2464943567303,organic,2016.00199657708,Orlando,0,73.0,0,0.33,6.0,4.0,14.0,1.0,0.0,52.0,1,29.1,31.5,36.4,37.8,12.0,,N,6,5,aug,fri,63.5,70.8,665.3,0.8,17.0,72,6.7,0.0,0.0,2018-01-01T00:12:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,4.8,3.0,1.4,0.1,setosa,Dr Strange,Dr Strange,2016.0,676.0,410%,89%,86%,3%,165.0,232.0,443.0,85.0,42.9,-50%,36.6,34.30%,65.50%,51.50%,1,0,0,1,2,2,0.0,2,12.36,0,1.118414915964289,Andrew,Male,-3.237,0.436,-0.86,1.363,-0.251,1.915,-0.395,0.751,-0.774,-0.327,N,5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,5
14,Gregory Thomas,egriffin@example.com,egriffin,1989-08-17,Female,Harrisport,2024-01-07,2025-01-06,Annual,Amex,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.8,0,Wolves,Sheffield United,0,1,2020,9,14,18,M Dean,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-09-14 18:00:00,Adobe Systems,219928322000,0.35934,-0.1899,0.36851,0.30279,34.37557,0.90817,33.3685,"Exceptional Quality, Fair Valuation",0.88657,2014.0,5.2,8,85900000.0,65000000.0,3116.0,1,0.0,930006.0,5150.0,707.0,1484.0,5130800.0,73643759,30,36,4,279,35,0,U,6,14,37672,F,2022484408,4/1/2016 7:55:25 AM,109,14,"Amstel 124 B, Amsterdam",1017 AD,575000.0,70,2,4.897782,52.366928,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[46, 110, 55, 51]",2805,0,0,[],1,mango,33,eabebad39a88bb6f5b52376faec28612,295c05e81917928d76245e842748184d,5704,sao paulo,SP,14,0,0,24.0,0.0,1230.0,23800.0,24.0,3345.0,MO,0.0,12.0,MALE,SELF,RENT,05-04-1981,33.0,1,1,0,,0,,,23800.0,,,0,0,0,TIER 1,0,17.22365478775899,2016-11-20,1.703136271244317,6273.940479827128,8118.005727062253,4893.242052016525,1369.180512528603,38112.35035073005,9751.96086330341,272.1328837263047,-0.7539693076875764,organic,2015.008812586224,SanFrancisco,0,60.0,0,0.15,10.0,3.73,14.0,1.0,0.0,44.0,1,29.4,32.0,37.2,40.2,13.9,1.0,N,6,5,sep,mon,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0,2018-01-01T00:13:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,4.3,3.0,1.1,0.1,setosa,Dr Strange: Multiverse of Madness,Dr Strange,2022.0,952.0,476%,74%,77%,-3%,200.0,411.0,540.0,187.0,61.7,-67%,45.6,43.20%,56.70%,93.50%,1,0,0,1,2,2,0.0,2,21.96,0,1.5390154481375546,Andrew,Male,-2.135,0.954,-1.632,0.121,-0.704,1.6,-0.628,0.713,-0.903,-0.027,N,7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5
15,Melanie Burns,meyerstacy@example.net,meyerstacy,2003-04-07,Male,East Janetfurt,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smartphone,Medium,4.9,10,Brighton,Chelsea,1,0,2020,9,14,20,C Pawson,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-09-14 20:00:00,Adtalem Global Education Inc.,3290568218,0.17838,1.31984,0.12326,0.1115,13.37001,0.63935,15.31457,"Average Quality, Fair Valuation",0.56164,2014.0,4.4,3,830000.0,5000000.0,65.0,3,0.0,595194.0,85.0,36.0,39.0,15112.0,70548089,59,36,3,84,59,0,M,29,10,23494,F,2022484408,4/1/2016 7:55:35 AM,110,15,"Blasiusstraat 50 II, Amsterdam",1091 CT,650000.0,86,3,4.909361,52.356532,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[18, 245, 53, 53]",2809,0,0,[],1,mango,34,1f1c7bf1c9b041b292af6c1c4470b753,3151a81801c8386361b62277d7fa5ecf,95110,caxias do sul,RS,15,0,0,26.0,0.0,1908.0,43600.0,30.0,4069.0,SC,0.0,12.5,FEMALE,SAL,RENT,15-05-1963,51.0,1,1,0,,0,,,43600.0,,,0,0,0,TIER 1,0,19.961117538332264,2017-10-29,0.8813226346631498,156520.10584989368,10879.526980565552,364696.2273636916,1034.2073468027345,11221.937599737044,19846.66916758253,4077.9691773682353,-33.3646732175074,conventional,2015.987363859532,MiamiFtLauderdale,1,62.0,0,0.12,23.0,5.8,11.67,2.33,1.0,0.5,1,29.4,32.0,37.2,41.5,15.0,,N,6,5,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0.0,2018-01-01T00:14:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.8,4.0,1.2,0.2,setosa,Eternals,Unique,2021.0,402.0,201%,47%,73%,-26%,200.0,164.0,237.0,71.0,26.8,-62%,43.2,40.80%,59.00%,35.50%,1,0,0,1,2,2,0.0,2,16.62,0,1.463255402256019,Andrew,Male,-2.304,1.784,-1.506,0.981,-0.961,0.806,-0.294,-0.002,0.119,-0.76,N,8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.88,9.2,5
16,Brittany Crane,jasonbowers@example.org,jasonbowers,1993-03-19,Female,Port Jeremyfurt,2024-01-03,2025-01-02,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,5.0,0,Chelsea,Brighton,0,1,2020,9,14,20,C Pawson,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-09-14 20:00:00,"Advanced Drainage Systems, Inc.",10007590622,0.24294,1.08726,0.32986,0.23644,25.33398,0.57815,27.28908,"Good Quality, Fair Valuation",0.39058,2014.0,6.6,8,11800.0,6000000.0,18.0,1,2.0,3915978.0,6983.0,247.0,460.0,253000.0,72387385,31,36,2,139,15,0,S,0,7,38882,T,2022484408,4/1/2016 7:55:40 AM,111,16,"Suikerpeerpad 39, Amsterdam",1036 KE,475000.0,105,5,4.900926,52.408311,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[26, 406, 52, 54]",2808,0,0,[],1,mango,35,206f3129c0e4d7d0b9550426023f0a08,21f748a16f4e1688a9014eb3ee6fa325,13412,piracicaba,SP,16,0,3,23.0,4.0,1208.0,23000.0,24.0,1627.0,MO,0.0,13.0,MALE,SELF,RENT,24-10-1980,34.0,1,1,0,,0,,,23000.0,,,0,0,0,TIER 1,0,3.7859342723585088,2017-01-22,1.4520392735397265,52734.67371812515,-4194.982053128314,-3261.7157181216044,272183.5386340627,473.2725776223833,15399.475250268131,34243.84860257185,18.55253472356722,organic,2015.998994328328,Philadelphia,0,55.0,1,0.25,12.063,4.29,14.0,1.0,0.0,24.0,1,30.4,33.0,38.3,38.8,13.8,1.0,N,6,5,sep,fri,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,2018-01-01T00:15:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.7,4.4,1.5,0.4,setosa,Guardians of the Galaxy,Guardians,2014.0,770.0,453%,92%,92%,0%,170.0,333.0,437.0,94.0,42.1,-55%,43.3,43.20%,56.80%,55.30%,1,0,0,1,2,2,0.0,2,6.3,0,0.0,Andrew,Male,-2.54,2.144,-1.024,0.933,-1.567,1.024,0.188,-0.047,0.309,-0.633,N,8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,5
17,Robert Gonzalez,cday@example.com,cday,1952-05-02,Female,Quinnberg,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,3.3,3,Everton,West Brom,1,1,2020,9,19,12,M Dean,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-09-19 12:00:00,AGCO CORP /DE,6849450985,0.0865,3.1253,0.04096,0.03662,19.38546,0.23225,29.99079,"Low Quality, Overvalued",0.25393,2014.0,6.3,8,72300.0,5000000.0,25.0,1,0.0,1391527.0,2479.0,146.0,182.0,1658900.0,75586515,52,48,0,0,52,0,M,21,11,31873,F,2022484408,4/1/2016 7:55:45 AM,112,17,"Paramaribostraat 122 3, Amsterdam",1058 VP,700000.0,102,6,4.85452,52.36209,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[156, 389, 49, 56]",2744,0,0,[],1,mango,36,a7c125a0a07b75146167b7f04a7f8e98,5c2991dbd08bbf3cf410713c4de5a0b5,22750,rio de janeiro,RJ,17,0,0,27.0,5.0,2514.0,56900.0,30.0,4140.0,MC,0.0,13.0,MALE,SAL,RENT,29-06-1992,22.0,2,1,1,,0,,,56900.0,,52.0,0,0,0,TIER 1,0,8.245838580229428,2017-10-29,1.3302767156929232,39239.09444522296,11612.922547432465,30420.66860502056,1154.788344073438,20300.821778702644,-11822.554101619808,5463.215321585581,50.75520365645502,organic,2017.019786079097,Midsouth,1,69.0,1,0.26,11.0,4.65,18.0,1.64,1.0,0.5,1,30.4,33.0,38.5,38.8,13.5,,N,5,5,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0,2018-01-01T00:16:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.4,3.9,1.3,0.4,setosa,Guardians of the Galaxy 2,Guardians,2017.0,869.0,435%,85%,87%,-2%,200.0,389.0,479.0,146.0,65.0,-55%,37.6,44.80%,55.10%,73.00%,1,0,0,1,2,2,0.0,2,8.16,0,0.8586616190375188,Andrew,Male,-2.826,2.003,-0.738,0.801,-1.669,0.939,0.245,-0.257,0.256,-0.458,N,8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7
18,Mindy Baxter,phumphrey@example.net,phumphrey,1978-11-16,Female,New Brandon,2024-01-23,2025-01-22,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.9,6,West Brom,Everton,0,0,2020,9,19,12,M Dean,1.0,0.8,8.0,3.2,11.2,3.0,1.0,0.2,2.6,0.6,14.8,7.0,14.0,6.4,1.8,0.0,0.0,2020-09-19 12:00:00,AGILENT TECHNOLOGIES INC,36114214968,0.22903,0.77487,0.23937,0.1507,25.85804,0.23862,26.30167,"High Quality, Fair Valuation",0.54394,2014.0,6.9,3,14600000.0,7000000.0,31.0,1,0.0,1828235.0,7633.0,235.0,685.0,116100.0,73346515,48,48,2,120,41,0,S,7,4,44750,F,2022484408,4/1/2016 7:55:50 AM,111,18,"Burgemeester Hogguerstraat 273, Amsterdam",1064 CP,325000.0,78,3,4.829644,52.372068,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[268, 399, 49, 53]",2597,0,0,[],1,mango,37,c5c61596a3b6bd0cee5766992c48a9a1,b6e99561fe6f34a55b0b7da92f8ed775,7124,guarulhos,SP,18,0,0,29.0,0.0,1985.0,43300.0,30.0,4140.0,MC,0.0,15.0,MALE,SAL,OWNED,06-05-1986,28.0,12,2,8,71120.0,0,,71120.0,43300.0,,61.0,0,0,0,TIER 1,0,35.997411020955695,2017-06-11,1.5429551018101406,52412.72579005292,26680.27482461888,10831.051764595675,2857.002147814568,-7480.75833249375,-810.7457366652698,929.4285706807062,76.0305399700522,organic,2015.0045625017185,Roanoke,1,62.529,1,0.07,20.0,5.2,24.0,2.0,1.0,0.5,1,30.9,33.5,38.6,40.5,13.3,,N,8,5,oct,mon,84.9,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0,2018-01-01T00:17:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.1,3.5,1.4,0.3,setosa,Incredible Hulk,Unique,2008.0,265.0,193%,67%,69%,-2%,137.5,134.0,130.0,55.0,22.1,-60%,41.1,50.60%,49.10%,40.00%,1,0,0,1,2,2,0.0,2,11.76,0,1.085189268335969,Andrew,Male,-3.582,2.374,-0.358,1.162,-1.953,0.621,0.339,0.355,0.415,-0.259,N,8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,5
19,Michael Smith,paige55@example.org,paige55,1945-08-30,Female,South Michaelhaven,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Low,4.4,6,Leeds,Fulham,1,1,2020,9,19,15,A Taylor,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-09-19 15:00:00,AKAMAI TECHNOLOGIES INC,13123829497,0.1649,2.39324,0.10975,0.1033,14.55786,0.41522,17.66697,"Average Quality, Fair Valuation",0.59664,2014.0,7.9,12,222000000.0,165000000.0,3761.0,1,29.0,4700023.0,14163.0,538.0,1293.0,199800.0,74156092,78,0,0,0,78,0,U,49,7,25259,F,2022484408,4/1/2016 7:55:55 AM,106,19,"Anna Blamansingel 274 VII, Amsterdam",1102 SX,399000.0,100,3,4.949572,52.317294,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[169, 288, 55, 58]",3190,0,0,[],1,mango,38,9b8ce803689b3562defaad4613ef426f,7f3a72e8f988c6e735ba118d54f47458,5416,sao paulo,SP,19,0,1,24.0,1.0,1528.0,27281.0,24.0,1434.0,MO,0.0,17.2,MALE,SELF,OWNED,10-05-1972,42.0,1,1,0,,0,,,27281.0,,,0,0,0,TIER 1,0,35.93757036156374,2017-06-25,1.2672707601274085,1034701.2160098164,3807.964610038504,413080.65802285017,172689.9323220076,19060.133729630084,34801.93007013984,6854.2829485075135,200.5352312072222,conventional,2018.074932900564,NewYork,1,66.0,0,0.09,17.0,5.819,8.0,1.333,0.0,22.0,1,31.0,33.5,38.7,37.4,14.8,,N,6,4,mar,wed,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0,2018-01-01T00:18:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.7,3.8,1.7,0.3,setosa,Iron Man,Iron Man,2008.0,585.0,315%,94%,91%,3%,186.0,318.0,266.0,102.0,51.2,-50%,32.1,54.40%,45.50%,54.80%,1,0,0,1,2,2,0.0,2,8.16,0,0.8586616190375188,Andrew,Male,-3.951,2.25,0.127,1.772,-1.906,0.567,-0.432,1.045,0.598,-0.293,N,7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4
20,Joseph Owens,christopher25@example.org,christopher25,1979-09-29,Female,Port Derekton,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.6,2,Fulham,Leeds,0,0,2020,9,19,15,A Taylor,0.8,0.2,12.0,3.8,13.0,3.4,2.6,0.0,2.4,1.0,11.8,5.8,11.8,3.8,1.4,0.0,0.0,2020-09-19 15:00:00,ALAMO GROUP INC,2299868889,0.10547,0.48028,0.11729,0.18335,14.70856,0.4763,15.37843,"Average Quality, Fair Valuation",0.25869,2014.0,6.6,3,21600000.0,9000000.0,1823.0,1,-1.0,1348142.0,4404.0,307.0,1033.0,888000.0,72426106,29,36,0,0,37,0,U,6,14,36951,F,2022484408,4/1/2016 7:56:00 AM,104,20,"Oostzaanstraat 271, Amsterdam",1013 WJ,375000.0,52,3,4.872555,52.392426,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[360, 468, 30, 32]",960,0,0,[],1,mango,39,49d0ea0986edde72da777f15456a0ee0,3e6fd6b2f0d499456a6a6820a40f2d79,68485,pacaja,PA,20,0,0,26.0,0.0,2054.0,46500.0,30.0,4140.0,SC,0.0,13.0,MALE,SAL,RENT,05-11-1983,31.0,1,1,0,,0,,,46500.0,,,0,0,0,TIER 1,0,23.03589682019644,2017-03-19,1.0704175303468004,103342.22659714038,-7160.894688688729,12315.693797486578,945.3078745522988,-16600.94038839869,7796.48798081978,8133.855095280869,-37.81375849365908,organic,2016.006104732156,Sacramento,1,66.0,1,0.22,15.0,5.4,27.0,2.25,1.0,1.0,1,31.3,34.0,39.5,38.3,14.1,1.0,N,6,4,apr,sat,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,2018-01-01T00:19:00,115.563,115.563,115.563,115.563,0.0,115.843,115.843,115.843,115.843,0.0,False,5.1,3.8,1.5,0.3,setosa,Iron Man 2,Iron Man,2010.0,621.0,365%,71%,71%,0%,170.0,312.0,308.0,128.0,52.0,-59%,41.0,50.20%,49.60%,75.30%,1,0,0,1,2,2,0.0,2,7.54,0,1.007957920399979,Andrew,Male,-3.783,1.974,-1.2,0.606,-0.65,1.504,-0.134,0.528,0.392,-0.58,N,7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,6
