User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
11,Douglas Hampton,tonya16@example.com,tonya16,1997-11-28,Female,Cynthiaport,2024-03-24,2025-03-24,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Low,4.0,1,Tottenham,Everton,1,0,2020,9,13,16,M Atkinson,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-09-13 16:00:00,Addus HomeCare Corp,2179600423,0.09151,-2.14799,0.07772,0.16677,15.66856,0.70661,15.87002,"Average Quality, Fair Valuation",0.32276,2014.0,7.3,1,350000000.0,58800000.0,3555.0,1,4.0,3927600.0,13143.0,573.0,3134.0,24300.0,74266667,64,36,0,0,64,0,S,31,14,34560,F,2022484408,4/1/2016 7:55:05 AM,109,11,"Sloterkade 152 1, Amsterdam",1058 HN,540000.0,69,3,4.851985,52.351244,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[411, 332, 44, 47]",2068,0,0,[],1,mango,30,9fb35e4ed6f0a14a4977cd9aea4042bb,2a7745e1ed516b289ed9b29c7d0539a5,39400,montes claros,MG,11,0,2,24.0,2.0,1528.0,27281.0,24.0,3343.0,MO,0.0,17.2,MALE,SELF,OWNED,01-01-1963,51.0,1,1,0,,0,,,27281.0,,,1,0,0,TIER 1,0
12,Andrew Gomez,brian80@example.org,brian80,1952-09-08,Female,Hillberg,2024-03-07,2025-03-07,Annual,Amex,Manual,Regular,Books,Horror,Smart TV,Low,4.4,6,Everton,Tottenham,0,1,2020,9,13,16,M Atkinson,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-09-13 16:00:00,adidas Group,43858785469,0.09381,-0.80827,0.27832,0.23085,12.30144,0.20842,11.81958,"High Quality, Fair Valuation",0.50701,2014.0,5.7,8,15200000.0,30000000.0,1762.0,1,0.0,519327.0,963.0,94.0,70.0,386400.0,71555049,57,24,2,219,43,0,M,14,12,69490,F,2022484408,4/1/2016 7:55:10 AM,112,12,"KNSM-laan 609, Amsterdam",1019 LD,539000.0,88,3,4.942972,52.377442,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[437, 353, 41, 49]",2009,0,0,[],1,mango,31,5aa9e4fdd4dfd20959cad2d772509598,2a46fb94aef5cbeeb850418118cee090,20231,rio de janeiro,RJ,12,0,0,23.0,0.0,2181.0,46355.0,27.0,4052.0,MC,3.0,11.99,MALE,SAL,OWNED,12-09-1990,24.0,1,1,0,,0,,,46355.0,,,0,0,0,TIER 1,0
13,Kevin Mayo,hochoa@example.net,hochoa,1981-11-18,Female,Michaeltown,2024-01-10,2025-01-09,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.7,0,Sheffield United,Wolves,1,0,2020,9,14,18,M Dean,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-09-14 18:00:00,"ADMA BIOLOGICS, INC.",4876730919,0.30013,0.21478,0.71625,0.26807,60.31534,15.59245,62.177,"Good Quality, Fair Valuation",0.4893,2014.0,5.4,15,84300000.0,6500000.0,3185.0,1,0.0,19032902.0,38810.0,4382.0,4392.0,19420105.0,75983017,29,48,0,0,37,0,U,10,16,36830,F,2022484408,4/1/2016 7:55:15 AM,111,13,"Blasiusstraat 17 II, Amsterdam",1091 CK,390000.0,45,3,4.908173,52.356446,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(5)_03_01.jpg,512,612,950301,"[457, 378, 51, 55]",2805,0,0,[],1,mango,32,b2d1536598b73a9abd18e0d75d92f0a3,918dc87cd72cd9f6ed4bd442ed785235,18682,lencois paulista,SP,13,0,0,23.0,0.0,1146.0,22000.0,24.0,1385.0,MO,0.0,12.5,MALE,SELF,OWNED,15-08-1973,41.0,2,1,1,,0,,,22000.0,,50.0,0,0,0,TIER 1,0
14,Gregory Thomas,egriffin@example.com,egriffin,1989-08-17,Female,Harrisport,2024-01-07,2025-01-06,Annual,Amex,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.8,0,Wolves,Sheffield United,0,1,2020,9,14,18,M Dean,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-09-14 18:00:00,Adobe Systems,219928322000,0.35934,-0.1899,0.36851,0.30279,34.37557,0.90817,33.3685,"Exceptional Quality, Fair Valuation",0.88657,2014.0,5.2,8,85900000.0,65000000.0,3116.0,1,0.0,930006.0,5150.0,707.0,1484.0,5130800.0,73643759,30,36,4,279,35,0,U,6,14,37672,F,2022484408,4/1/2016 7:55:25 AM,109,14,"Amstel 124 B, Amsterdam",1017 AD,575000.0,70,2,4.897782,52.366928,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[46, 110, 55, 51]",2805,0,0,[],1,mango,33,eabebad39a88bb6f5b52376faec28612,295c05e81917928d76245e842748184d,5704,sao paulo,SP,14,0,0,24.0,0.0,1230.0,23800.0,24.0,3345.0,MO,0.0,12.0,MALE,SELF,RENT,05-04-1981,33.0,1,1,0,,0,,,23800.0,,,0,0,0,TIER 1,0
15,Melanie Burns,meyerstacy@example.net,meyerstacy,2003-04-07,Male,East Janetfurt,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smartphone,Medium,4.9,10,Brighton,Chelsea,1,0,2020,9,14,20,C Pawson,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-09-14 20:00:00,Adtalem Global Education Inc.,3290568218,0.17838,1.31984,0.12326,0.1115,13.37001,0.63935,15.31457,"Average Quality, Fair Valuation",0.56164,2014.0,4.4,3,830000.0,5000000.0,65.0,3,0.0,595194.0,85.0,36.0,39.0,15112.0,70548089,59,36,3,84,59,0,M,29,10,23494,F,2022484408,4/1/2016 7:55:35 AM,110,15,"Blasiusstraat 50 II, Amsterdam",1091 CT,650000.0,86,3,4.909361,52.356532,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[18, 245, 53, 53]",2809,0,0,[],1,mango,34,1f1c7bf1c9b041b292af6c1c4470b753,3151a81801c8386361b62277d7fa5ecf,95110,caxias do sul,RS,15,0,0,26.0,0.0,1908.0,43600.0,30.0,4069.0,SC,0.0,12.5,FEMALE,SAL,RENT,15-05-1963,51.0,1,1,0,,0,,,43600.0,,,0,0,0,TIER 1,0
16,Brittany Crane,jasonbowers@example.org,jasonbowers,1993-03-19,Female,Port Jeremyfurt,2024-01-03,2025-01-02,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,5.0,0,Chelsea,Brighton,0,1,2020,9,14,20,C Pawson,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-09-14 20:00:00,"Advanced Drainage Systems, Inc.",10007590622,0.24294,1.08726,0.32986,0.23644,25.33398,0.57815,27.28908,"Good Quality, Fair Valuation",0.39058,2014.0,6.6,8,11800.0,6000000.0,18.0,1,2.0,3915978.0,6983.0,247.0,460.0,253000.0,72387385,31,36,2,139,15,0,S,0,7,38882,T,2022484408,4/1/2016 7:55:40 AM,111,16,"Suikerpeerpad 39, Amsterdam",1036 KE,475000.0,105,5,4.900926,52.408311,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[26, 406, 52, 54]",2808,0,0,[],1,mango,35,206f3129c0e4d7d0b9550426023f0a08,21f748a16f4e1688a9014eb3ee6fa325,13412,piracicaba,SP,16,0,3,23.0,4.0,1208.0,23000.0,24.0,1627.0,MO,0.0,13.0,MALE,SELF,RENT,24-10-1980,34.0,1,1,0,,0,,,23000.0,,,0,0,0,TIER 1,0
17,Robert Gonzalez,cday@example.com,cday,1952-05-02,Female,Quinnberg,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,3.3,3,Everton,West Brom,1,1,2020,9,19,12,M Dean,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-09-19 12:00:00,AGCO CORP /DE,6849450985,0.0865,3.1253,0.04096,0.03662,19.38546,0.23225,29.99079,"Low Quality, Overvalued",0.25393,2014.0,6.3,8,72300.0,5000000.0,25.0,1,0.0,1391527.0,2479.0,146.0,182.0,1658900.0,75586515,52,48,0,0,52,0,M,21,11,31873,F,2022484408,4/1/2016 7:55:45 AM,112,17,"Paramaribostraat 122 3, Amsterdam",1058 VP,700000.0,102,6,4.85452,52.36209,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[156, 389, 49, 56]",2744,0,0,[],1,mango,36,a7c125a0a07b75146167b7f04a7f8e98,5c2991dbd08bbf3cf410713c4de5a0b5,22750,rio de janeiro,RJ,17,0,0,27.0,5.0,2514.0,56900.0,30.0,4140.0,MC,0.0,13.0,MALE,SAL,RENT,29-06-1992,22.0,2,1,1,,0,,,56900.0,,52.0,0,0,0,TIER 1,0
18,Mindy Baxter,phumphrey@example.net,phumphrey,1978-11-16,Female,New Brandon,2024-01-23,2025-01-22,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.9,6,West Brom,Everton,0,0,2020,9,19,12,M Dean,1.0,0.8,8.0,3.2,11.2,3.0,1.0,0.2,2.6,0.6,14.8,7.0,14.0,6.4,1.8,0.0,0.0,2020-09-19 12:00:00,AGILENT TECHNOLOGIES INC,36114214968,0.22903,0.77487,0.23937,0.1507,25.85804,0.23862,26.30167,"High Quality, Fair Valuation",0.54394,2014.0,6.9,3,14600000.0,7000000.0,31.0,1,0.0,1828235.0,7633.0,235.0,685.0,116100.0,73346515,48,48,2,120,41,0,S,7,4,44750,F,2022484408,4/1/2016 7:55:50 AM,111,18,"Burgemeester Hogguerstraat 273, Amsterdam",1064 CP,325000.0,78,3,4.829644,52.372068,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[268, 399, 49, 53]",2597,0,0,[],1,mango,37,c5c61596a3b6bd0cee5766992c48a9a1,b6e99561fe6f34a55b0b7da92f8ed775,7124,guarulhos,SP,18,0,0,29.0,0.0,1985.0,43300.0,30.0,4140.0,MC,0.0,15.0,MALE,SAL,OWNED,06-05-1986,28.0,12,2,8,71120.0,0,,71120.0,43300.0,,61.0,0,0,0,TIER 1,0
19,Michael Smith,paige55@example.org,paige55,1945-08-30,Female,South Michaelhaven,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Low,4.4,6,Leeds,Fulham,1,1,2020,9,19,15,A Taylor,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-09-19 15:00:00,AKAMAI TECHNOLOGIES INC,13123829497,0.1649,2.39324,0.10975,0.1033,14.55786,0.41522,17.66697,"Average Quality, Fair Valuation",0.59664,2014.0,7.9,12,222000000.0,165000000.0,3761.0,1,29.0,4700023.0,14163.0,538.0,1293.0,199800.0,74156092,78,0,0,0,78,0,U,49,7,25259,F,2022484408,4/1/2016 7:55:55 AM,106,19,"Anna Blamansingel 274 VII, Amsterdam",1102 SX,399000.0,100,3,4.949572,52.317294,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[169, 288, 55, 58]",3190,0,0,[],1,mango,38,9b8ce803689b3562defaad4613ef426f,7f3a72e8f988c6e735ba118d54f47458,5416,sao paulo,SP,19,0,1,24.0,1.0,1528.0,27281.0,24.0,1434.0,MO,0.0,17.2,MALE,SELF,OWNED,10-05-1972,42.0,1,1,0,,0,,,27281.0,,,0,0,0,TIER 1,0
20,Joseph Owens,christopher25@example.org,christopher25,1979-09-29,Female,Port Derekton,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.6,2,Fulham,Leeds,0,0,2020,9,19,15,A Taylor,0.8,0.2,12.0,3.8,13.0,3.4,2.6,0.0,2.4,1.0,11.8,5.8,11.8,3.8,1.4,0.0,0.0,2020-09-19 15:00:00,ALAMO GROUP INC,2299868889,0.10547,0.48028,0.11729,0.18335,14.70856,0.4763,15.37843,"Average Quality, Fair Valuation",0.25869,2014.0,6.6,3,21600000.0,9000000.0,1823.0,1,-1.0,1348142.0,4404.0,307.0,1033.0,888000.0,72426106,29,36,0,0,37,0,U,6,14,36951,F,2022484408,4/1/2016 7:56:00 AM,104,20,"Oostzaanstraat 271, Amsterdam",1013 WJ,375000.0,52,3,4.872555,52.392426,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[360, 468, 30, 32]",960,0,0,[],1,mango,39,49d0ea0986edde72da777f15456a0ee0,3e6fd6b2f0d499456a6a6820a40f2d79,68485,pacaja,PA,20,0,0,26.0,0.0,2054.0,46500.0,30.0,4140.0,SC,0.0,13.0,MALE,SAL,RENT,05-11-1983,31.0,1,1,0,,0,,,46500.0,,,0,0,0,TIER 1,0
21,Devin Wolf,jacobrobinson@example.com,jacobrobinson,1956-07-05,Male,New Matthewbury,2024-03-15,2025-03-15,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Low,4.2,6,Man United,Crystal Palace,1,0,2020,9,19,17,M Atkinson,1.8,0.6,13.4,5.4,12.6,5.6,2.0,0.2,2.4,1.4,13.4,4.6,10.6,4.0,1.6,0.0,0.4,2020-09-19 17:00:00,"Alarm.com Holdings, Inc.",2953882598,0.1119,-1.82473,0.17115,0.08658,16.66458,0.88065,16.1484,"Good Quality, Fair Valuation",0.64954,2014.0,6.5,8,46300000.0,40000000.0,3555.0,1,-2.0,7977747.0,18690.0,1940.0,2214.0,2417000.0,72405819,66,36,13,520,72,0,M,42,13,30741,F,2022484408,4/1/2016 7:56:05 AM,98,21,"Keizersgracht 171 F, Amsterdam",1016 DP,1625000.0,199,6,4.88583,52.374742,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[395, 81, 48, 53]",2544,0,0,[],1,mango,40,154c4ded6991bdfa3cd249d11abf4130,e607ede0e63436308660236f5a52da5e,88034,florianopolis,SC,21,0,0,34.0,1.0,1775.0,45000.0,36.0,1387.0,MC,0.0,14.0,MALE,SAL,RENT,01-01-1969,45.0,7,1,5,125000.0,0,,207489.0,45000.0,24.0,38.0,0,0,0,TIER 1,0
22,Heidi Brock,karen47@example.org,karen47,1967-02-17,Male,Lake Gloriaport,2024-01-15,2025-01-14,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3.9,2,Crystal Palace,Man United,0,1,2020,9,19,17,M Atkinson,1.2,0.8,6.4,2.0,13.2,4.8,1.8,0.0,1.6,0.4,13.8,4.6,13.6,6.2,1.6,0.2,0.4,2020-09-19 17:00:00,Albany International Corp.,2614489000,0.12268,1.51134,0.10085,0.12542,22.27332,0.73147,24.38267,"Low Quality, Overvalued",0.30828,2014.0,8.0,3,25400000.0,4000000.0,771.0,1,9.0,1671367.0,4572.0,207.0,741.0,105000.0,70759546,57,36,5,229,48,0,U,23,12,71966,F,2022484408,4/1/2016 7:56:10 AM,96,22,"Cornelis Troostplein 2 2, Amsterdam",1072 JK,575000.0,71,3,4.891161,52.351082,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[422, 115, 43, 51]",2193,0,0,[],1,mango,41,690172ab319622688d3b4df42f676898,a96d5cfa0d3181817e2b946f921ea021,74914,aparecida de goiania,GO,22,0,0,28.0,0.0,2009.0,41800.0,30.0,1378.0,MC,0.0,17.65,MALE,SELF,OWNED,20-02-1992,22.0,1,1,0,,0,,,41800.0,,,0,0,0,TIER 4,0
23,Tracy Hardin,ronald82@example.net,ronald82,1996-02-13,Female,North Audrey,2024-04-14,2025-04-14,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,High,4.3,7,Arsenal,West Ham,1,1,2020,9,19,20,M Oliver,1.6,0.6,8.2,4.0,8.6,4.2,1.0,0.0,1.2,0.8,11.8,4.0,12.0,4.8,2.0,0.0,0.6,2020-09-19 20:00:00,Align Technology Inc,16616278095,0.17158,-1.53331,0.11195,0.13471,44.93426,0.61009,42.15498,"Good Quality, Fair Valuation",0.69984,2014.0,5.7,1,20300000.0,28000000.0,2647.0,1,0.0,2088644.0,6633.0,255.0,1235.0,3209000.0,70070946,62,0,0,0,71,0,M,44,14,32245,F,2022484408,4/1/2016 7:56:15 AM,95,23,"Thorn Prikkerstraat 93, Amsterdam",1062 BS,600000.0,114,4,4.837666,52.362011,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(52)_02_02.jpg,512,612,8520202,"[428, 149, 44, 50]",2200,0,0,[],1,mango,42,2938121a40a20953c43caa8c98787fcb,482441ea6a06b1f72fe9784756c0ea75,5713,sao paulo,SP,23,1,0,23.0,2.0,1528.0,27281.0,24.0,1453.0,MO,0.0,17.2,MALE,SELF,OWNED,10-09-1977,37.0,4,1,0,,0,,,27281.0,,,0,0,0,TIER 1,0
24,Maria White,castillokatie@example.com,castillokatie,1968-06-19,Male,West Raymond,2024-03-26,2025-03-26,Annual,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,High,4.8,0,West Ham,Arsenal,0,0,2020,9,19,20,M Oliver,2.2,0.8,14.2,4.6,10.6,5.0,2.0,0.0,1.4,0.8,9.6,2.6,10.6,5.2,1.0,0.0,0.4,2020-09-19 20:00:00,Alkermes PLC,4446332920,0.29003,-1.42041,0.25799,0.22344,14.51195,0.4815,12.37102,"Exceptional Quality, Fair Valuation",0.8317,2014.0,6.5,3,1870000.0,7000000.0,482.0,1,2.0,4398243.0,9202.0,454.0,1150.0,4769100.0,72036324,60,0,0,0,49,0,S,22,10,71831,F,2022484408,4/1/2016 7:56:25 AM,90,24,"Kramatweg 58 A, Amsterdam",1095 JX,525000.0,75,3,4.945438,52.361355,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[7, 196, 35, 42]",1470,0,0,[],1,mango,43,237098a64674ae89babdc426746260fc,4390ddbb6276a66ff1736a6710205dca,82820,curitiba,PR,24,0,0,31.0,3.0,1601.0,41900.0,36.0,1377.0,SC,1.0,12.5,FEMALE,SAL,RENT,01-12-1976,37.0,1,1,0,,0,,,41900.0,,,0,0,0,TIER 4,0
25,Eric Johnson,lgreer@example.org,lgreer,1994-10-02,Female,North Jacob,2024-01-18,2025-01-17,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,High,4.6,4,Southampton,Tottenham,1,0,2020,9,20,12,D Coote,1.6,0.8,10.8,5.2,13.0,3.0,1.6,0.0,1.8,0.8,8.0,3.6,12.2,4.8,1.6,0.0,0.4,2020-09-20 12:00:00,Allegheny Technologies Inc.,8306077957,0.11983,2.89739,0.21951,0.11735,37.22072,0.0319,49.9828,"Low Quality, Overvalued",0.20109,2014.0,7.0,3,9840.0,1000000.0,,1,3.0,7128.0,1.0,0.0,0.0,2182.0,70211953,52,36,4,699,52,0,M,22,8,33489,F,2022484408,4/1/2016 7:56:30 AM,87,25,"Bramzeilhof 56, Amsterdam",1034 LH,350000.0,110,5,4.921574,52.408269,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[287, 0, 43, 32]",1376,0,0,[],1,mango,44,cb721d7b4f271fd87011c4c83462c076,a5844ba4bfc8d0cc61d13027c7e63bcc,8225,sao paulo,SP,25,0,0,28.0,0.0,2009.0,41800.0,30.0,1378.0,MC,0.0,17.65,MALE,SAL,OWNED,07-05-1982,32.0,1,1,0,,0,,,41800.0,,,0,0,0,TIER 4,0
26,Kenneth Jones,glen97@example.net,glen97,1986-09-22,Female,Shafferland,2024-02-12,2025-02-11,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Comedy,Smart TV,High,3.8,7,Tottenham,Southampton,0,1,2020,9,20,12,D Coote,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-09-20 12:00:00,Allegion plc,12006672292,0.20497,1.99555,0.3641,0.21169,20.67568,0.2924,23.15993,"Good Quality, Fair Valuation",0.43961,2014.0,6.7,9,6370000.0,3000000.0,382.0,1,3.0,2902492.0,9522.0,558.0,2296.0,,75031735,32,12,0,0,20,0,S,0,7,38319,T,2022484408,4/1/2016 7:56:35 AM,87,26,"Bruinvisstraat 36, Amsterdam",1035 HG,350000.0,89,3,4.88516,52.423543,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[290, 15, 46, 48]",2208,0,0,[],1,mango,45,f681356046d9fde60e70c73a18d65ea2,5f102dd37243f152aec3607970aad100,9121,santo andre,SP,26,0,2,32.0,3.0,1535.0,37700.0,36.0,1626.0,MC,0.0,15.5,MALE,SELF,OWNED,01-06-1965,49.0,2,1,0,37700.0,0,37700.0,,37700.0,,,6,0,0,TIER 4,0
27,Joel Cole,nyates@example.com,nyates,2005-03-29,Male,West Richardbury,2024-02-19,2025-02-18,Monthly,Visa,Manual,Occasional,Electronics,Horror,Smart TV,High,3.6,0,Newcastle,Brighton,1,0,2020,9,20,14,K Friend,1.4,0.4,8.8,2.4,10.8,4.2,2.4,0.0,1.8,0.8,17.2,7.6,14.4,6.0,1.4,0.2,0.4,2020-09-20 14:00:00,Allison Transmission Holdings Inc,10046515244,0.30649,1.63441,0.44787,0.15454,14.35029,0.23169,16.48573,"Good Quality, Fair Valuation",0.47659,2014.0,7.8,1,260000000.0,170000000.0,3938.0,2,5.0,760262.0,2918.0,66.0,837.0,8030000.0,74243578,42,0,0,0,42,0,U,10,10,49045,T,2022484408,4/1/2016 7:56:40 AM,88,27,"Arent Janszoon Ernststraat 41, Amsterdam",1083 GP,575000.0,134,5,4.887858,52.332103,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[10, 354, 34, 40]",1360,0,0,[],1,mango,46,167bd30a409e3e4127df5a9408ebd394,9c0096673baf55453a50073f12d1a37f,74310,goiania,GO,27,0,0,29.0,0.0,2359.0,52900.0,30.0,2855.0,MC,0.0,13.5,MALE,STUDENT,RENT,05-03-1993,21.0,1,1,0,,0,,,52900.0,,,0,0,0,TIER 4,0
28,Brittany Noble,carol56@example.com,carol56,1976-11-05,Male,New John,2024-01-26,2025-01-25,Monthly,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Medium,3.0,9,Brighton,Newcastle,0,1,2020,9,20,14,K Friend,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-09-20 14:00:00,"Alpha Metallurgical Resources, Inc.",3141153693,0.13794,-1.04983,0.22157,0.26931,6.23733,0.2777,5.27496,"Good Quality, Fair Valuation",0.21825,2014.0,7.7,1,209000000.0,170000000.0,3967.0,2,-4.0,1735700.0,6772.0,187.0,889.0,114000.0,74435453,30,48,2,154,28,0,S,0,10,39618,F,2022484408,4/1/2016 7:56:55 AM,88,28,"Willem de Zwijgerlaan 115 II, Amsterdam",1056 JJ,375000.0,51,3,4.862875,52.373735,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[115, 356, 37, 47]",1739,0,0,[],1,mango,47,6e359a57a91f84095cc64e1b351aef8c,2e6a42a9b5cbb0da62988694f18ee295,4571,sao paulo,SP,28,0,0,22.0,0.0,2339.0,44900.0,24.0,1377.0,MC,1.0,12.5,FEMALE,HOUSEWIFE,OWNED,09-03-1978,36.0,1,1,0,,0,,,44900.0,,,0,0,0,TIER 4,0
29,Shelley Lopez,rodneyroberts@example.com,rodneyroberts,1967-07-05,Female,North Marymouth,2024-01-07,2025-01-06,Annual,Mastercard,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,4.8,7,Chelsea,Liverpool,1,0,2020,9,20,16,P Tierney,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-09-20 16:00:00,"Alpha Pro Tech, Ltd.",58843045,0.07255,-1.57717,0.07593,0.06781,14.49151,0.42698,11.91543,"Moderate Quality, Overvalued",0.39285,2014.0,6.2,10,30500000.0,30000000.0,97.0,1,0.0,465219.0,1348.0,72.0,162.0,744600.0,70310484,30,36,0,0,28,0,S,0,14,36763,F,2022484408,4/1/2016 7:57:00 AM,91,29,"Colenbranderhof 30, Amsterdam",1065 BG,1650000.0,235,7,4.820848,52.358631,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(9)_03_04.jpg,512,612,990304,"[214, 385, 58, 46]",2668,0,0,[],1,mango,48,e0eea8f69a457b3f1fa246e44c9ebefd,4d221875624017bc47b4d1ce7314a5b7,29311,cachoeiro de itapemirim,ES,29,0,0,28.0,0.0,2050.0,42400.0,30.0,1379.0,MC,0.0,18.0,MALE,SELF,OWNED,22-02-1982,32.0,1,1,0,,0,,,42400.0,,,0,0,0,TIER 4,0
